104.219432	36.213553	2.22649
104.329678	36.220713	2.24646
105.994613	36.226355	2.33954
113.117363	36.552524	1.79115
118.588574	36.555454	1.51114
112.558718	36.556451	1.8802
112.111746	36.557707	2.50471
116.920054	36.636288	1.45191
113.454176	36.639034	2.43427
113.118664	36.642657	1.96089
120.047171	36.64527	1.9373
112.559368	36.646597	2.02428
112.111876	36.647857	2.50746
107.525927	36.653912	2.24306
107.749058	36.6621	2.18205
103.030049	36.668726	1.32091
104.396222	36.674585	2.21015
117.928863	36.680238	1.88877
106.182475	36.685748	2.2705
115.357585	36.690681	2.06022
119.270821	36.695498	2.17879
111.434646	37.457849	2.24557
111.773854	37.458985	2.46925
118.441993	37.463371	1.64476
116.296417	37.471128	1.66495
119.684983	37.478644	2.19535
104.427121	37.485925	2.20526
108.267721	37.490326	1.95588
108.493519	37.497253	1.91292
108.606447	37.500555	1.88011
108.832356	37.506836	1.82452
109.058333	37.512685	1.82348
109.171345	37.515448	1.84077
107.015412	37.624142	2.09253
110.413435	37.628805	2.13324
110.640023	37.631634	2.21482
103.959674	37.634668	2.20304
111.659553	37.729115	2.33625
120.550911	38.137836	2.0433
106.972673	38.252639	1.39089
107.086538	38.257473	1.2671
110.514075	38.260972	0.934802
110.742623	38.263644	0.64961
111.085496	38.266817	1.63121
111.428415	38.268989	2.72177
111.771361	38.270158	2.50295
119.882745	38.274834	1.93146
118.285623	38.281803	1.63043
116.115688	38.288232	1.38338
118.058258	38.293811	1.63378
117.944525	38.29965	1.65272
117.83076	38.30538	1.67585
105.81274	38.467058	2.46262
116.011559	38.471989	1.31332
